TIME,CH2
3.39,0.04
3.39,0
3.39,0.02
3.39,0
3.39,0.02
3.39,0
3.39,0
3.39,0
3.39,0
3.4,0
3.4,-0.02
3.4,0
3.4,0
3.4,0
3.4,0
3.4,0
3.4,-0.02
3.4,0.02
3.4,0
3.41,0
3.41,0
3.41,0
3.41,0
3.41,0
3.41,0
3.41,0
3.41,0
3.41,0.02
3.41,0
3.42,0
3.42,0.02
3.42,0.02
3.42,-0.02
3.42,0
3.42,0
3.42,0
3.42,0
3.42,0
3.42,0
3.43,0
3.43,0
3.43,0
3.43,0.02
3.43,0
3.43,-0.02
3.43,0
3.43,-0.02
3.43,0
3.43,0
3.44,0
3.44,-0.02
3.44,0
3.44,0
3.44,0
3.44,0
3.44,0
3.44,0.02
3.44,0.02
3.44,-0.02
3.45,0.02
3.45,0
3.45,0
3.45,0.04
3.45,0
3.45,-0.02
3.45,0
3.45,0
3.45,0.02
3.45,-0.02
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.46,0
3.47,0
3.47,0
3.47,0
3.47,0
3.47,0
3.47,0
3.47,0
3.47,0.02
3.47,0.02
3.47,0.02
3.48,-0.02
3.48,0
3.48,0
3.48,0
3.48,0.02
3.48,0.02
3.48,0.02
3.48,-0.02
3.48,-0.02
3.48,0
3.49,-0.02
3.49,0
3.49,0
3.49,0
3.49,0
3.49,0
3.49,0
3.49,0
3.49,0
3.49,0
3.5,0
3.5,0
3.5,0
3.5,0
3.5,0
3.5,-0.02
3.5,0
3.5,0
3.5,0
3.5,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.51,0
3.52,0
3.52,0.02
3.52,0.02
3.52,-0.02
3.52,-0.02
3.52,0
3.52,-0.02
3.52,0
3.52,-0.02
3.52,0
3.53,-0.02
3.53,0
3.53,0
3.53,-0.02
3.53,0
3.53,0
3.53,0
3.53,-0.02
3.53,0.02
3.53,0
3.54,0
3.54,0
3.54,0
3.54,0
3.54,0
3.54,0
3.54,-0.02
3.54,0
3.54,0.04
3.54,0.02
3.55,-0.02
3.55,0
3.55,0
3.55,0
3.55,0
3.55,0
3.55,0
3.55,0
3.55,0
3.55,0.02
3.56,0
3.56,0
3.56,0
3.56,0
3.56,0.02
3.56,0.02
3.56,0
3.56,0
3.56,0
3.56,0
3.57,0
3.57,-0.02
3.57,0
3.57,0
3.57,-0.02
3.57,0
3.57,0
3.57,0
3.57,-0.02
3.57,0
3.58,0
3.58,0
3.58,0
3.58,0.02
3.58,0
3.58,-0.02
3.58,0
3.58,0.02
3.58,0
3.58,0
3.59,0
3.59,0
3.59,0
3.59,0
3.59,0
3.59,0
3.59,0
3.59,0
3.59,-0.02
3.59,0
3.6,0
3.6,0.02
3.6,0.02
3.6,0
3.6,0
3.6,0
3.6,0
3.6,0
3.6,0
3.6,0.02
3.61,0
3.61,0
3.61,0.02
3.61,0
3.61,0.02
3.61,0
3.61,0
3.61,0
3.61,0
3.61,0
3.62,0
3.62,0.02
3.62,0
3.62,0
3.62,0.02
3.62,0
3.62,-0.02
3.62,0
3.62,0
3.62,0
3.63,0
3.63,0.02
3.63,0.02
3.63,0
3.63,0
3.63,0.02
3.63,0
3.63,-0.02
3.63,0
3.63,0
3.64,0
3.64,-0.02
3.64,0
3.64,0
3.64,0
3.64,0
3.64,-0.02
3.64,0
3.64,0
3.64,0.02
3.65,0
3.65,0
3.65,0.02
3.65,-0.02
3.65,0.02
3.65,0
3.65,0.02
3.65,0
3.65,0
3.65,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.66,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.67,0
3.68,0
3.68,0
3.68,0
3.68,0
3.68,0.02
3.68,0
3.68,0
3.68,0
3.68,0
3.68,0.02
3.69,-0.02
3.69,0
3.69,0
3.69,-0.02
3.69,0
3.69,0
3.69,0
3.69,0
3.69,0
3.69,0
3.7,0
3.7,0
3.7,0
3.7,0
3.7,-0.02
3.7,0
3.7,0
3.7,0
3.7,0.02
3.7,0
3.71,0
3.71,0
3.71,0.02
3.71,0
3.71,0
3.71,0.02
3.71,-0.02
3.71,0
3.71,0
3.71,0
3.72,0
3.72,0
3.72,0
3.72,0
3.72,0.02
3.72,-0.02
3.72,0
3.72,0
3.72,0
3.72,0
3.73,0
3.73,0
3.73,0.02
3.73,0
3.73,0
3.73,0
3.73,0
3.73,0
3.73,0
3.73,0
3.74,0.02
3.74,-0.02
3.74,0
3.74,0
3.74,0.02
3.74,0
3.74,0
3.74,0
3.74,0
3.74,0.02
3.75,0
3.75,0
3.75,0
3.75,0
3.75,0
3.75,0
3.75,-0.02
3.75,0
3.75,0
3.75,0
3.76,-0.02
3.76,0
3.76,0.02
3.76,0
3.76,0
3.76,0
3.76,0
3.76,-0.02
3.76,0
3.76,0
3.77,-0.02
3.77,0
3.77,0
3.77,0
3.77,0
3.77,0
3.77,0
3.77,0
3.77,0
3.77,0.02
3.78,0
3.78,0
3.78,0.02
3.78,-0.02
3.78,0
3.78,-0.02
3.78,0
3.78,0
3.78,-0.02
3.78,0
3.79,-0.02
3.79,0
3.79,0
3.79,0
3.79,0
3.79,0
3.79,0
3.79,0
3.79,-0.02
3.79,0
3.8,0
3.8,-0.02
3.8,0
3.8,0
3.8,0.02
3.8,0
3.8,0
3.8,-0.02
3.8,0
3.8,0
3.81,0
3.81,-0.02
3.81,0
3.81,0
3.81,-0.02
3.81,-0.02
3.81,0
3.81,0
3.81,0
3.81,0
3.82,0
3.82,0
3.82,0.02
3.82,0
3.82,0
3.82,0
3.82,0
3.82,0
3.82,0
3.82,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,0
3.83,-0.02
3.84,-0.02
3.84,0
3.84,0
3.84,0
3.84,0
3.84,0
3.84,0
3.84,0
3.84,0
3.84,0
3.85,0
3.85,0
3.85,0
3.85,0
3.85,0
3.85,0
3.85,0
3.85,0
3.85,-0.02
3.85,0
3.86,0
3.86,0.02
3.86,0
3.86,0
3.86,0.02
3.86,0
3.86,0
3.86,0.02
3.86,0
3.86,0
3.87,0
3.87,0
3.87,-0.02
3.87,0
3.87,0.02
3.87,0
3.87,0
3.87,0
3.87,0
3.87,0
3.88,0
3.88,0
3.88,0.02
3.88,0.02
3.88,0
3.88,-0.02
3.88,0
3.88,0
3.88,-0.02
3.88,-0.02
3.89,0
3.89,-0.02
3.89,0
3.89,0
3.89,0
3.89,-0.02
3.89,0
3.89,0
3.89,0
3.89,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.9,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,0
3.91,-0.02
3.92,0
3.92,0.02
3.92,0.02
3.92,0
3.92,-0.02
3.92,0
3.92,0
3.92,0
3.92,0
3.92,0
3.93,0
3.93,-0.02
3.93,0
3.93,0
3.93,-0.02
3.93,-0.02
3.93,0.02
3.93,0
3.93,0
3.93,0
3.94,0
3.94,0
3.94,0
3.94,0
3.94,0
3.94,0
3.94,0
3.94,0.02
3.94,0
3.94,0
3.95,0
3.95,0
3.95,0
3.95,-0.02
3.95,0
3.95,0.02
3.95,0
3.95,0
3.95,0
3.95,0
3.96,0
3.96,0
3.96,-0.02
3.96,0
3.96,0
3.96,0
3.96,0
3.96,0
3.96,0
3.96,-0.02
3.97,0
3.97,0
3.97,0
3.97,0
3.97,0
3.97,0
3.97,-0.02
3.97,0
3.97,0
3.97,0
3.98,-0.02
3.98,0
3.98,0
3.98,0
3.98,-0.02
3.98,0
3.98,0
3.98,-0.02
3.98,-0.02
3.98,-0.02
3.99,0
3.99,-0.02
3.99,-0.02
3.99,0
3.99,0
3.99,-0.02
3.99,-0.02
3.99,0
3.99,-0.02
3.99,-0.02
4,0
4,0
4,-0.02
4,0
4,-0.02
4,-0.02
4,-0.02
4,0
4,-0.02
4,-0.02
4.01,0
4.01,0
4.01,-0.02
4.01,0
4.01,-0.02
4.01,-0.02
4.01,0.02
4.01,-0.02
4.01,0
4.01,-0.02
4.02,0
4.02,0
4.02,-0.02
4.02,-0.02
4.02,-0.02
4.02,-0.02
4.02,0.02
4.02,-0.02
4.02,-0.02
4.02,0
4.03,0
4.03,-0.02
4.03,0
4.03,-0.02
4.03,-0.02
4.03,0
4.03,-0.02
4.03,-0.02
4.03,0
4.03,-0.02
4.04,-0.02
4.04,-0.02
4.04,-0.02
4.04,-0.02
4.04,-0.02
4.04,0
4.04,0
4.04,-0.02
4.04,0
4.04,-0.02
4.05,0
4.05,0
4.05,-0.02
4.05,0
4.05,0
4.05,-0.02
4.05,-0.04
4.05,-0.02
4.05,-0.02
4.05,-0.04
4.06,0
4.06,-0.04
4.06,-0.02
4.06,-0.02
4.06,-0.02
4.06,-0.04
4.06,0
4.06,0
4.06,0
4.06,-0.02
4.07,-0.02
4.07,-0.02
4.07,-0.02
4.07,-0.02
4.07,-0.02
4.07,0
4.07,-0.02
4.07,-0.02
4.07,-0.02
4.07,-0.02
4.08,-0.02
4.08,0
4.08,-0.02
4.08,0
4.08,-0.02
4.08,-0.02
4.08,-0.02
4.08,-0.02
4.08,-0.02
4.08,-0.04
4.09,-0.02
4.09,-0.02
4.09,-0.02
4.09,-0.02
4.09,-0.02
4.09,-0.02
4.09,0
4.09,-0.02
4.09,-0.02
4.09,-0.02
4.1,0
4.1,0
4.1,-0.02
4.1,-0.02
4.1,-0.02
4.1,-0.04
4.1,-0.02
4.1,-0.02
4.1,-0.02
4.1,0
4.11,-0.02
4.11,-0.02
4.11,-0.02
4.11,-0.02
4.11,-0.02
4.11,-0.02
4.11,-0.02
4.11,-0.04
4.11,-0.02
4.11,-0.04
4.12,-0.02
4.12,-0.02
4.12,-0.02
4.12,-0.04
4.12,-0.02
4.12,-0.06
4.12,-0.04
4.12,-0.02
4.12,-0.02
4.12,-0.02
4.13,-0.02
4.13,-0.02
4.13,-0.02
4.13,-0.02
4.13,-0.02
4.13,-0.04
4.13,-0.04
4.13,-0.02
4.13,-0.04
4.13,-0.04
4.14,-0.04
4.14,-0.04
4.14,-0.02
4.14,-0.02
4.14,-0.02
4.14,-0.02
4.14,-0.04
4.14,-0.02
4.14,-0.02
4.14,-0.02
4.15,-0.02
4.15,-0.02
4.15,-0.02
4.15,-0.04
4.15,-0.02
4.15,-0.04
4.15,-0.06
4.15,-0.02
4.15,-0.02
4.15,-0.04
4.16,-0.04
4.16,-0.02
4.16,-0.02
4.16,-0.02
4.16,-0.02
4.16,-0.02
4.16,-0.02
4.16,-0.02
4.16,0
4.16,-0.02
4.17,-0.02
4.17,-0.02
4.17,-0.02
4.17,-0.02
4.17,-0.04
4.17,-0.02
4.17,-0.04
4.17,-0.02
4.17,-0.02
4.17,-0.02
4.18,-0.02
4.18,-0.02
4.18,-0.02
4.18,-0.02
4.18,-0.04
4.18,-0.02
4.18,-0.06
4.18,-0.02
4.18,-0.02
4.18,-0.04
4.19,-0.04
4.19,-0.02
4.19,-0.04
4.19,-0.04
4.19,-0.02
4.19,-0.02
4.19,-0.02
4.19,-0.02
4.19,-0.04
4.19,-0.02
4.2,-0.02
4.2,-0.04
4.2,-0.02
4.2,-0.04
4.2,-0.02
4.2,-0.02
4.2,-0.02
4.2,-0.02
4.2,-0.02
4.2,-0.02
4.21,-0.02
4.21,-0.02
4.21,0
4.21,-0.02
4.21,-0.02
4.21,-0.02
4.21,-0.04
4.21,-0.04
4.21,-0.06
4.21,-0.02
4.22,-0.06
4.22,-0.04
4.22,-0.02
4.22,-0.02
4.22,-0.04
4.22,-0.02
4.22,-0.02
4.22,-0.06
4.22,-0.04
4.22,-0.04
4.23,-0.02
4.23,-0.04
4.23,-0.04
4.23,-0.04
4.23,-0.02
4.23,-0.02
4.23,-0.02
4.23,-0.04
4.23,-0.02
4.23,-0.02
4.24,-0.06
4.24,-0.02
4.24,-0.04
4.24,-0.02
4.24,-0.02
4.24,-0.06
4.24,-0.06
4.24,-0.02
4.24,-0.02
4.24,-0.02
4.25,-0.04
4.25,-0.02
4.25,0
4.25,-0.06
4.25,-0.04
4.25,-0.04
4.25,-0.02
4.25,-0.02
4.25,-0.06
4.25,-0.02
4.26,-0.02
4.26,-0.02
4.26,-0.04
4.26,-0.02
4.26,-0.02
4.26,-0.02
4.26,-0.04
4.26,-0.04
4.26,-0.02
4.26,-0.06
4.27,-0.02
4.27,-0.06
4.27,-0.06
4.27,-0.06
4.27,-0.02
4.27,-0.04
4.27,-0.02
4.27,-0.04
4.27,-0.02
4.27,-0.02
4.28,-0.04
4.28,-0.04
4.28,-0.06
4.28,-0.04
4.28,-0.02
4.28,-0.06
4.28,-0.04
4.28,-0.02
4.28,-0.02
4.28,-0.02
4.29,-0.04
4.29,-0.04
4.29,-0.04
4.29,-0.04
4.29,-0.04
4.29,-0.02
4.29,-0.06
4.29,-0.04
4.29,-0.04
4.29,-0.04
4.3,-0.02
4.3,-0.04
4.3,-0.02
4.3,-0.02
4.3,-0.02
4.3,-0.02
4.3,-0.04
4.3,-0.04
4.3,-0.02
4.3,-0.04
4.31,-0.02
4.31,-0.02
4.31,-0.02
4.31,-0.02
4.31,-0.02
4.31,-0.06
4.31,-0.04
4.31,-0.04
4.31,-0.04
4.31,-0.02
4.32,-0.06
4.32,-0.04
4.32,-0.06
4.32,-0.04
4.32,-0.04
4.32,-0.02
4.32,-0.04
4.32,-0.04
4.32,-0.04
4.32,-0.04
4.33,-0.04
4.33,-0.04
4.33,-0.04
4.33,-0.02
4.33,-0.04
4.33,-0.04
4.33,-0.02
4.33,-0.04
4.33,-0.06
4.33,-0.06
4.34,-0.08
4.34,-0.02
4.34,-0.02
4.34,-0.06
4.34,-0.04
4.34,-0.04
4.34,-0.02
4.34,-0.06
4.34,-0.04
4.34,-0.02
4.35,-0.06
4.35,-0.04
4.35,-0.04
4.35,-0.04
4.35,-0.04
4.35,-0.06
4.35,-0.04
4.35,-0.04
4.35,-0.04
4.35,-0.08
4.36,-0.04
4.36,-0.08
4.36,-0.02
4.36,-0.04
4.36,-0.02
4.36,-0.02
4.36,-0.06
4.36,-0.06
4.36,-0.04
4.36,-0.06
4.37,-0.04
4.37,-0.04
4.37,-0.06
4.37,-0.06
4.37,-0.04
4.37,-0.06
4.37,-0.06
4.37,-0.04
4.37,-0.04
4.37,-0.04
4.38,-0.02
4.38,-0.04
4.38,-0.06
4.38,-0.04
4.38,-0.02
4.38,-0.04
4.38,-0.06
4.38,-0.04
4.38,-0.04
4.38,-0.04
4.39,-0.06
4.39,-0.06
4.39,-0.06
4.39,-0.04
4.39,-0.06
4.39,-0.04
4.39,-0.04
4.39,-0.04
4.39,-0.04
4.39,-0.04
4.4,-0.04
4.4,-0.04
4.4,-0.08
4.4,-0.06
4.4,-0.04
4.4,-0.08
4.4,-0.08
4.4,-0.02
4.4,-0.06
4.4,-0.06
4.41,-0.04
4.41,-0.06
4.41,-0.06
4.41,-0.04
4.41,-0.06
4.41,-0.04
4.41,-0.06
4.41,-0.08
4.41,-0.02
4.41,-0.04
4.42,-0.06
4.42,-0.04
4.42,-0.06
4.42,-0.02
4.42,-0.06
4.42,-0.06
4.42,-0.02
4.42,-0.04
4.42,-0.06
4.42,-0.04
4.43,-0.02
4.43,-0.04
4.43,-0.04
4.43,-0.06
4.43,-0.06
4.43,-0.06
4.43,-0.08
4.43,-0.04
4.43,-0.06
4.43,-0.06
4.44,-0.06
4.44,-0.04
4.44,-0.06
4.44,-0.06
4.44,-0.04
4.44,-0.02
4.44,-0.08
4.44,-0.02
4.44,-0.04
4.44,-0.04
4.45,-0.06
4.45,-0.02
4.45,-0.06
4.45,-0.04
4.45,-0.04
4.45,-0.08
4.45,-0.04
4.45,-0.06
4.45,-0.06
4.45,-0.04
4.46,-0.06
4.46,-0.06
4.46,-0.04
4.46,-0.06
4.46,-0.04
4.46,-0.04
4.46,-0.06
4.46,-0.02
4.46,-0.04
4.46,-0.04
4.47,-0.06
4.47,-0.04
4.47,-0.04
4.47,-0.06
4.47,-0.04
4.47,-0.04
4.47,-0.06
4.47,-0.02
4.47,-0.02
4.47,-0.04
4.48,-0.02
4.48,-0.08
4.48,-0.02
4.48,-0.02
4.48,-0.04
4.48,-0.02
4.48,-0.06
4.48,-0.06
4.48,-0.1
4.48,-0.06
4.49,-0.06
4.49,-0.06
4.49,-0.06
4.49,-0.02
4.49,-0.02
4.49,-0.08
4.49,-0.08
4.49,-0.06
4.49,-0.02
4.49,-0.06
4.5,-0.02
4.5,-0.02
4.5,-0.04
4.5,-0.02
4.5,-0.06
4.5,-0.04
4.5,-0.04
4.5,-0.06
4.5,-0.06
4.5,-0.04
4.51,-0.02
4.51,-0.02
4.51,-0.04
4.51,-0.06
4.51,-0.06
4.51,-0.04
4.51,-0.06
4.51,-0.04
4.51,-0.04
4.51,-0.02
4.52,-0.04
4.52,-0.06
4.52,-0.04
4.52,-0.04
4.52,-0.02
4.52,-0.02
4.52,-0.04
4.52,-0.06
4.52,-0.04
4.52,-0.02
4.53,-0.02
4.53,-0.02
4.53,-0.06
4.53,-0.04
4.53,-0.02
4.53,-0.02
4.53,-0.04
4.53,-0.02
4.53,-0.02
4.53,-0.04
4.54,-0.02
4.54,-0.04
4.54,-0.06
4.54,-0.06
4.54,-0.02
4.54,-0.04
4.54,-0.04
4.54,-0.02
4.54,-0.04
4.54,-0.02
4.55,-0.06
4.55,-0.04
4.55,-0.04
4.55,-0.06
4.55,-0.06
4.55,-0.02
4.55,-0.02
4.55,-0.02
4.55,-0.06
4.55,-0.02
4.56,-0.06
4.56,-0.02
4.56,-0.04
4.56,-0.04
4.56,-0.06
4.56,-0.04
4.56,-0.04
4.56,-0.02
4.56,-0.04
4.56,-0.06
4.57,-0.02
4.57,-0.04
4.57,-0.02
4.57,-0.04
4.57,-0.02
4.57,-0.02
4.57,-0.02
4.57,-0.02
4.57,-0.04
4.57,-0.02
4.58,-0.04
4.58,-0.04
4.58,-0.02
4.58,-0.02
4.58,-0.04
4.58,-0.02
4.58,-0.06
4.58,-0.02
4.58,-0.06
4.58,-0.06
4.59,-0.06
4.59,-0.02
4.59,-0.04
4.59,-0.02
4.59,-0.02
4.59,-0.04
4.59,-0.02
4.59,-0.02
4.59,-0.06
4.59,-0.02
4.6,-0.04
4.6,-0.04
4.6,-0.02
4.6,-0.02
4.6,-0.02
4.6,-0.04
4.6,-0.04
4.6,-0.02
4.6,-0.02
4.6,-0.02
4.61,-0.04
4.61,-0.02
4.61,-0.02
4.61,-0.04
4.61,-0.02
4.61,-0.02
4.61,-0.06
4.61,-0.04
4.61,-0.02
4.61,-0.02
4.62,-0.02
4.62,-0.02
4.62,-0.02
4.62,-0.04
4.62,-0.02
4.62,-0.02
4.62,-0.02
4.62,-0.02
4.62,-0.02
4.62,-0.02
4.63,-0.06
4.63,-0.02
4.63,-0.02
4.63,-0.04
4.63,-0.06
4.63,-0.02
4.63,-0.02
4.63,-0.04
4.63,-0.02
4.63,-0.04
4.64,-0.02
4.64,-0.02
4.64,-0.02
4.64,-0.02
4.64,-0.02
4.64,-0.04
4.64,-0.02
4.64,-0.04
4.64,-0.02
4.64,-0.04
4.65,-0.04
4.65,-0.02
4.65,-0.02
4.65,-0.02
4.65,-0.02
4.65,-0.04
4.65,-0.02
4.65,-0.04
4.65,-0.02
4.65,-0.02
4.66,-0.02
4.66,-0.02
4.66,-0.02
4.66,0
4.66,-0.02
4.66,-0.02
4.66,-0.04
4.66,-0.02
4.66,-0.02
4.66,-0.02
4.67,-0.02
4.67,-0.02
4.67,-0.02
4.67,-0.02
4.67,-0.02
4.67,-0.02
4.67,-0.04
4.67,-0.04
4.67,-0.04
4.67,-0.02
4.68,-0.02
4.68,-0.02
4.68,0
4.68,-0.04
4.68,-0.04
4.68,-0.02
4.68,-0.02
4.68,-0.02
4.68,-0.02
4.68,-0.02
4.69,-0.02
4.69,-0.02
4.69,-0.04
4.69,-0.02
4.69,-0.02
4.69,-0.02
4.69,-0.02
4.69,-0.02
4.69,-0.02
4.69,-0.02
4.7,-0.02
4.7,-0.02
4.7,-0.06
4.7,-0.02
4.7,-0.04
4.7,-0.02
4.7,-0.02
4.7,-0.02
4.7,-0.02
4.7,-0.02
4.71,-0.02
4.71,-0.02
4.71,0
4.71,-0.02
4.71,-0.02
4.71,-0.02
4.71,-0.02
4.71,-0.02
4.71,-0.02
4.71,-0.06
4.72,-0.02
4.72,-0.02
4.72,-0.02
4.72,-0.04
4.72,-0.02
4.72,-0.02
4.72,-0.06
4.72,0
4.72,0
4.72,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.02
4.73,-0.04
4.73,-0.02
4.74,-0.02
4.74,-0.02
4.74,-0.02
4.74,-0.02
4.74,-0.04
4.74,-0.02
4.74,-0.02
4.74,-0.02
4.74,-0.02
4.74,-0.02
4.75,-0.08
4.75,-0.02
4.75,-0.02
4.75,-0.02
4.75,-0.04
4.75,-0.04
4.75,-0.02
4.75,-0.02
4.75,-0.04
4.75,-0.02
4.76,-0.04
4.76,0
4.76,0
4.76,-0.02
4.76,-0.02
4.76,-0.04
4.76,-0.02
4.76,-0.02
4.76,-0.02
4.76,-0.02
4.77,-0.02
4.77,-0.02
4.77,-0.02
4.77,-0.04
4.77,-0.02
4.77,-0.02
4.77,-0.02
4.77,-0.02
4.77,-0.04
4.77,-0.02
4.78,-0.02
4.78,-0.02
4.78,-0.02
4.78,-0.02
4.78,-0.04
4.78,-0.02
4.78,-0.02
4.78,-0.02
4.78,-0.02
4.78,-0.02
4.79,-0.02
4.79,0
4.79,-0.02
4.79,-0.02
4.79,-0.04
4.79,-0.02
4.79,-0.02
4.79,-0.02
4.79,-0.02
4.79,0
4.8,-0.02
4.8,-0.02
4.8,-0.02
4.8,-0.04
4.8,-0.02
4.8,-0.02
4.8,-0.06
4.8,-0.02
4.8,-0.02
4.8,-0.02
4.81,-0.02
4.81,-0.02
4.81,-0.02
4.81,-0.02
4.81,-0.04
4.81,-0.02
4.81,-0.02
4.81,-0.02
4.81,-0.02
4.81,-0.02
4.82,-0.06
4.82,-0.02
4.82,-0.02
4.82,-0.06
4.82,-0.04
4.82,-0.02
4.82,-0.02
4.82,-0.02
4.82,-0.02
4.82,-0.02
4.83,-0.02
4.83,-0.02
4.83,-0.04
4.83,-0.04
4.83,-0.02
4.83,-0.02
4.83,-0.02
4.83,-0.04
4.83,-0.02
4.83,-0.02
4.84,-0.02
4.84,-0.02
4.84,-0.02
4.84,-0.02
4.84,-0.04
4.84,-0.02
4.84,0
4.84,-0.02
4.84,-0.02
4.84,-0.02
4.85,0.02
4.85,-0.02
4.85,-0.02
4.85,-0.02
4.85,-0.04
4.85,-0.02
4.85,-0.04
4.85,-0.02
4.85,-0.02
4.85,-0.04
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.86,-0.02
4.87,-0.02
4.87,-0.04
4.87,-0.02
4.87,-0.02
4.87,-0.02
4.87,-0.02
4.87,-0.04
4.87,-0.02
4.87,-0.02
4.87,-0.02
4.88,-0.06
4.88,-0.02
4.88,-0.02
4.88,-0.04
4.88,-0.02
4.88,-0.02
4.88,-0.04
4.88,-0.02
4.88,-0.02
4.88,-0.04
4.89,-0.02
4.89,-0.02
4.89,-0.04
4.89,-0.02
4.89,-0.04
4.89,-0.04
4.89,-0.02
4.89,-0.02
4.89,-0.02
4.89,-0.02
4.9,-0.02
4.9,-0.06
4.9,-0.04
4.9,-0.02
4.9,-0.02
4.9,-0.02
4.9,-0.02
4.9,-0.02
4.9,-0.02
4.9,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.91,-0.02
4.92,-0.02
4.92,-0.02
4.92,-0.02
4.92,-0.06
4.92,-0.02
4.92,-0.02
4.92,0
4.92,-0.02
4.92,0
4.92,-0.02
4.93,-0.02
4.93,-0.02
4.93,-0.02
4.93,-0.02
4.93,-0.02
4.93,-0.02
4.93,-0.04
4.93,-0.02
4.93,0
4.93,-0.04
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.94,-0.02
4.95,-0.02
4.95,-0.02
4.95,-0.04
4.95,-0.06
4.95,-0.02
4.95,-0.04
4.95,-0.02
4.95,-0.02
4.95,-0.02
4.95,-0.02
4.96,0
4.96,-0.04
4.96,-0.02
4.96,-0.02
4.96,-0.02
4.96,-0.02
4.96,-0.06
4.96,-0.04
4.96,-0.02
4.96,-0.04
4.97,0
4.97,-0.04
4.97,-0.06
4.97,-0.02
4.97,-0.02
4.97,-0.06
4.97,-0.02
4.97,-0.04
4.97,-0.02
4.97,-0.04
4.98,-0.02
4.98,-0.04
4.98,-0.02
4.98,-0.04
4.98,-0.02
4.98,-0.02
4.98,-0.02
4.98,-0.02
4.98,-0.02
4.98,-0.02
4.99,-0.06
4.99,-0.02
4.99,-0.02
4.99,-0.04
4.99,-0.02
4.99,-0.02
4.99,-0.02
4.99,-0.02
4.99,0
4.99,-0.02
5,-0.02
5,-0.02
5,-0.06
5,-0.04
5,-0.04
